input,output
What is the primary source of energy for Earth's climate system?,The Sun
What is the name of the device used to measure wind speed?,Anemometer
What is the chemical formula for sulfuric acid?,H2SO4
What part of the plant is responsible for producing seeds?,Flower
What is the process by which a liquid changes into a solid?,Freezing
What is the scientific term for a substance that speeds up a chemical reaction?,Catalyst
What is the name of the force that opposes the motion of an object through air?,Air resistance
What is the lightest element in the periodic table?,Hydrogen
What is the primary function of the roots of a plant?,To absorb water and nutrients
What is the study of fish called?,Ichthyology
What is the main gas that contributes to the greenhouse effect?,Carbon dioxide
What is the term for a scientist who studies insects?,Entomologist
What is the natural satellite of Earth called?,The Moon
What is the name of the scale used to measure the hardness of minerals?,Mohs scale
"What type of rock is formed from particles of sand, shells, pebbles, and other fragments?",Sedimentary rock
What part of the brain controls breathing and heart rate?,Brainstem
What is the name of the particle that carries a negative charge?,Electron
What is the name for the type of bond where atoms share electrons?,Covalent bond
What is the name of the process by which water moves through a plant and evaporates from its leaves?,Transpiration
What is the term for the study of earthquakes?,Seismology
What is the chemical formula for ammonia?,NH3
What is the largest organ inside the human body?,Liver
What type of animal is a crocodile?,Reptile
What is the most common chemical element in the universe?,Hydrogen
What is the study of the universe called?,Cosmology
What is the name of the layer of Earth that lies between the crust and the core?,Mantle
What is the chemical symbol for gold?,Au
Who was the first President of the United States?,George Washington
Which French military leader declared himself Emperor in 1804?,Napoleon Bonaparte
Who was the last Tsar of Russia?,Nicholas II
Which British monarch reigned the longest?,Queen Elizabeth II
Who was the first female Prime Minister of the United Kingdom?,Margaret Thatcher
Which Pharaoh ordered the construction of the Great Pyramid of Giza?,Khufu
Who was the founder of the Mongol Empire?,Genghis Khan
Which Roman general was famously assassinated on the Ides of March?,Julius Caesar
Who was the famous conqueror known for creating the largest contiguous empire in history?,Genghis Khan
Which English king signed the Magna Carta?,King John
Who was the leader of the Soviet Union during World War II?,Joseph Stalin
Which queen was known as the 'Virgin Queen'?,Queen Elizabeth I
Who was the first emperor of China?,Qin Shi Huang
Which leader was known as the 'Iron Chancellor'?,Otto von Bismarck
Who was the king of Macedonia who conquered most of the known world by the age of 30?,Alexander the Great
Which Aztec leader confronted Hernán Cortés?,Montezuma II
Who was the King of France during the French Revolution?,Louis XVI
Which emperor initiated the Pax Romana?,Augustus
Who was crowned Holy Roman Emperor on Christmas Day in 800 AD?,Charlemagne
Which Spanish monarch sponsored Christopher Columbus's voyage in 1492?,Queen Isabella I
Who was the first President of South Africa after apartheid?,Nelson Mandela
Who was known as the 'Sun King'?,Louis XIV
Who was the founder of the Ottoman Empire?,Osman I
Which Egyptian queen had a famous liaison with Mark Antony?,Cleopatra VII
Which famous emperor is credited with building the Hagia Sophia?,Justinian I
Who was the ruler of the Mali Empire during its golden age?,Mansa Musa
"Which monarch famously declared, 'Let them eat cake'?",Marie Antoinette
Who was the longest-reigning Emperor of Japan?,Emperor Hirohito
Which Indian ruler built the Taj Mahal?,Shah Jahan
Who was the first Prime Minister of India?,Jawaharlal Nehru
Who was the ruling monarch when the Spanish Armada was defeated?,Queen Elizabeth I
Who was the first Kaiser of Germany?,Wilhelm I
Which military general famously crossed the Alps with elephants?,Hannibal
Who was known as the 'Father of the American Revolution'?,Samuel Adams
Who was the first ruler of the unified Hawaiian Islands?,King Kamehameha I
"Which ruler was known as 'The Great' and expanded his empire to encompass Greece, Persia, and parts of India?",Alexander the Great
Who led the Haitian Revolution?,Toussaint L'Ouverture
Who was the king of the Franks who was crowned emperor in 800?,Charlemagne
Which English king broke away from the Catholic Church?,Henry VIII
Who was the first Sultan of Egypt and Syria?,Saladin
Which Tsarina was known as 'The Great' and expanded Russian territory significantly?,Catherine the Great
Who was the famed military leader during the Battle of Trafalgar?,Admiral Horatio Nelson
Who was the first Prime Minister of Great Britain?,Robert Walpole
Which Roman emperor famously fiddled while Rome burned?,Nero
Who succeeded Queen Victoria as monarch of the United Kingdom?,King Edward VII
Who was the king during the War of the Roses?,King Henry VI
Which pharaoh’s tomb was discovered by Howard Carter in 1922?,Tutankhamun
Who was the first emperor of the Roman Empire?,Augustus
Who was the last Emperor of the Western Roman Empire?,Romulus Augustulus
Who was the first ruler of the Byzantine Empire?,Constantine the Great
Who ruled the Persian Empire at its greatest territorial extent?,Darius I
Who was the founder of the Maurya Empire in India?,Chandragupta Maurya
Which English king famously lost his crown jewels in The Wash?,King John
Who was the first female pharaoh of ancient Egypt?,Hatshepsut
Which Roman emperor built a massive wall across Northern Britain?,Hadrian
Who was the King of Denmark during World War II?,King Christian X
Who was the founder of modern Turkey?,Mustafa Kemal Atatürk
Who was the king of Babylon known for his code of laws?,Hammurabi
Which leader united the Mongol tribes and founded the Yuan Dynasty?,Kublai Khan
Who was the Prime Minister of the United Kingdom during World War I?,David Lloyd George
Which Mughal emperor was known for his religious tolerance and patronage of the arts?,Akbar the Great
Who led the Scottish forces during the First War of Scottish Independence?,William Wallace
Who was the last Empress of Russia?,Alexandra Feodorovna
Which French leader was instrumental in negotiating the Treaty of Versailles?,Georges Clemenceau
Who was the emperor of Ethiopia during the Italian invasion in 1935?,Haile Selassie
Which Ottoman sultan conquered Constantinople in 1453?,Mehmed II
Who was the first ruler of unified Germany?,Wilhelm I
Which English monarch defeated the Spanish Armada?,Queen Elizabeth I
Who was the king of France that was executed during the French Revolution?,Louis XVI
Who was the Italian leader known for uniting Italy in the 19th century?,Giuseppe Garibaldi
Who was the last Emperor of the Qing Dynasty?,Puyi
Who led the Chinese Communist Party during the Long March?,Mao Zedong
Who was the first Roman emperor to convert to Christianity?,Constantine the Great
Which pharaoh was known for his extensive building projects and the Abu Simbel temples?,Ramesses II
Who was the king of England known for six marriages?,Henry VIII
Which Russian ruler was known as 'The Terrible'?,Ivan IV (Ivan the Terrible)
Who was the Sultan of the Ottoman Empire during World War I?,Mehmed V
Who was the first king of a unified Norway?,Harald Fairhair
Which queen was the daughter of King Ferdinand II of Aragon and Queen Isabella I of Castile?,Catherine of Aragon
Who was the King of Spain during the Spanish Inquisition?,King Ferdinand II
Which Japanese emperor reigned during World War II?,Emperor Hirohito
Who led the conquest of the Aztec Empire?,Hernán Cortés
Which Frankish king was crowned Emperor of the Romans in 800?,Charlemagne
Who was the first President of the United States to serve two non-consecutive terms?,Grover Cleveland
Who was the Queen of England before Queen Elizabeth II?,Queen Elizabeth I
Which Russian czar was overthrown during the Bolshevik Revolution?,Nicholas II
Who was known as the 'Lion of the North' during the Thirty Years' War?,Gustavus Adolphus
Who was the ruler of the Persian Empire during the Greco-Persian Wars?,Xerxes I
Who was the king of England during the signing of the Magna Carta?,King John
Which monarch was executed at the end of the English Civil War?,King Charles I
Who was the powerful Egyptian queen who had alliances with Julius Caesar and Mark Antony?,Cleopatra VII
Who was the first female ruler of the Holy Roman Empire?,Maria Theresa
Which Japanese shogun started the Tokugawa shogunate?,Tokugawa Ieyasu
Who was the king of Prussia known for his military victories and Enlightenment ideals?,Frederick the Great
Who was the first President of France?,Louis-Napoleon Bonaparte (Napoleon III)
Who was the king of France during the construction of the Palace of Versailles?,Louis XIV
Which military leader rose to prominence during the Second Punic War?,Hannibal Barca
Who was the last reigning monarch of Hawaii?,Queen Liliʻuokalani
Who led the Norman Conquest of England in 1066?,William the Conqueror
Which Byzantine Emperor called for the First Crusade?,Alexios I Komnenos
Who was the leader of Italy during World War II?,Benito Mussolini
Who was the Aztec emperor during the Spanish conquest?,Montezuma II
Who was the Greek king of Macedon known for creating one of the largest empires in ancient history?,Alexander the Great
Which British monarch was known for her long reign during the Victorian era?,Queen Victoria
Who was the first ruler of the unified Hawaiian Kingdom?,King Kamehameha I
Which queen was executed in 1587 for plotting against Queen Elizabeth I?,"Mary, Queen of Scots"
Who was the king of England during the American War of Independence?,King George III
Which Roman emperor was known for his wall across Britain?,Hadrian
Who was the founder of the Persian Empire?,Cyrus the Great
Who was the leader of Italy credited with unifying the country in the 19th century?,Giuseppe Garibaldi
Which French king built the Palace of Versailles?,Louis XIV
Who was the first Roman emperor?,Augustus
Who led the Haitian independence movement and became its leader?,Toussaint L'Ouverture
"Who was the English king known for his charter, the Magna Carta?",King John
Which Mughal emperor was the builder of the Taj Mahal?,Shah Jahan
Who was the emperor of the Byzantine Empire during the Nika Riots?,Justinian I
Who was the leader of the Indian independence movement known for non-violent resistance?,Mahatma Gandhi
Who was the first female ruler of ancient Egypt to assume the title of Pharaoh?,Hatshepsut
Who was the Roman general that became the dictator before being assassinated?,Julius Caesar
Who was the French general and emperor who led many military campaigns across Europe?,Napoleon Bonaparte
Who was the Aztec leader during the Spanish conquest?,Montezuma II
Who was the ruler of the Ottoman Empire during World War I?,Mehmed V
Who led the charge in the Greek-Persian wars at the Battle of Thermopylae?,King Leonidas I
Who was the Japanese emperor during the Meiji Restoration?,Emperor Meiji
Who was the Holy Roman Emperor known for initiating the Protestant Reformation?,Charles V
Who was the first female Prime Minister of Pakistan?,Benazir Bhutto
Who was the longest-reigning British monarch before Queen Elizabeth II?,Queen Victoria
Who was the Roman emperor during the Great Fire of Rome in AD 64?,Nero
Which British leader was known for his 'Iron Curtain' speech?,Winston Churchill
Who was the leader of the Soviet Union during the Cuban Missile Crisis?,Nikita Khrushchev
Which famous Egyptian queen was involved with both Julius Caesar and Mark Antony?,Cleopatra VII
Who was the first Tsar of Russia?,Ivan the Terrible
Who was the medieval king who led the Third Crusade?,Richard the Lionheart
Which monarch ruled France when the Bastille was stormed?,Louis XVI
Who was the first emperor to be crowned in Aachen?,Charlemagne
Who was the Egyptian Pharaoh known for his long reign and peace treaties?,Ramesses II
Which British Prime Minister declared 'Peace for our time'?,Neville Chamberlain
Who was the founder of the Yuan dynasty in China?,Kublai Khan
Who was the famous Carthaginian general during the Second Punic War?,Hannibal Barca
Which king ruled England before the Norman Conquest?,King Harold II
Who was the ruler of India known for commissioning the Rock Edicts?,Ashoka
Who was the King of the Franks who converted to Christianity and was baptized by Saint Remigius?,Clovis I
Who led the naval battle at the Battle of Salamis against the Persians?,Themistocles
Who was the king of Prussia during the Enlightenment?,Frederick the Great
Who was the first queen to rule England in her own right?,Mary I
Which historical figure is known as the 'Scourge of God'?,Attila the Hun
Who was the ruler of the Mali Empire known for his wealth and pilgrimage to Mecca?,Mansa Musa
Which Roman emperor famously converted to Christianity?,Constantine the Great
Who was the pope that initiated the First Crusade?,Pope Urban II
Who was the last Habsburg ruler of Spain?,Charles II
Who was the Chinese general who led expeditions during the Ming Dynasty?,Zheng He
Who was the last Roman Emperor before the fall of the Western Roman Empire?,Romulus Augustulus
Who was the leader of the Nazi Party in Germany?,Adolf Hitler
Who was the Queen of Scotland who was forced to abdicate and later executed in England?,"Mary, Queen of Scots"
Which German chancellor is credited with the unification of Germany?,Otto von Bismarck
Who was the king of England known for his defeat at the Battle of Hastings in 1066?,King Harold II
Who was the Mughal ruler who expanded the empire to its greatest extent?,Aurangzeb
Who was the French monarch known as the 'Sun King'?,Louis XIV
Who was the legendary ruler of Camelot?,King Arthur
Who was the English king known for his association with the Robin Hood legend?,King Richard the Lionheart
Which Roman leader formed the First Triumvirate with Crassus and Pompey?,Julius Caesar
Who was the first president of the United States to be impeached?,Andrew Johnson
Who was the ancient Egyptian pharaoh known for religious reform and promoting monotheism?,Akhenaten
Which British king was married six times?,Henry VIII
Who was the last monarch of the Kingdom of Hawaii?,Queen Liliʻuokalani
Who led the Soviet Union immediately after the death of Lenin?,Joseph Stalin
Who was the emperor of the Eastern Roman Empire during the Council of Nicaea?,Constantine the Great
Which ruler of Spain sent the Spanish Armada to England?,King Philip II
Who was the famous Chinese philosopher known for his teachings on ethics and government?,Confucius
Who was the general who defeated Napoleon at the Battle of Waterloo?,Duke of Wellington
Who was the king of France during the Hundred Years' War?,King Charles VII
Who was the first female pharaoh who dressed as a man?,Hatshepsut
Which Russian tsar implemented a policy of westernization?,Peter the Great
Who was the leader of the Mexican forces at the Battle of the Alamo?,General Antonio López de Santa Anna
Who was the ruler of Egypt during the Battle of Actium?,Cleopatra VII
Which English king was known as the 'Merry Monarch'?,King Charles II
Who was the first Holy Roman Emperor?,Charlemagne
Who was the Portuguese explorer who first circumnavigated the globe?,Ferdinand Magellan
Who was the Greek historian known as the 'Father of History'?,Herodotus
Which emperor of Rome split the empire into eastern and western halves?,Diocletian
Who was the military leader who led the coup against the Roman Republic and became dictator?,Julius Caesar
Who was the queen who led her people in revolt against Roman occupation in Britain?,Boudica
Who was the president of the Confederate States during the American Civil War?,Jefferson Davis
Who was the last reigning monarch of France?,King Louis-Philippe I
Which king of England was known as 'Longshanks'?,King Edward I
Who was the founder of Buddhism?,Siddhartha Gautama
"Who was the Mongol ruler known for his laws, known as the Yassa?",Genghis Khan
Who was the emperor during the fall of Constantinople in 1453?,Constantine XI
Who was the first President of Brazil?,Marechal Deodoro da Fonseca
Who was the English king during the War of the Roses?,King Edward IV
Who was the leader of France known for the Napoleonic Code?,Napoleon Bonaparte
Which Egyptian Pharaoh is associated with the Battle of Kadesh?,Ramesses II
Who was the first President of the Republic of China?,Sun Yat-sen
Who was the king of Macedon who spread Greek culture through Asia?,Alexander the Great
Who was the first black president of South Africa?,Nelson Mandela
Who was the British queen during the Crimean War?,Queen Victoria
Who was the general who crossed the Alps to invade Italy?,Hannibal Barca
Who was the king of France known for building the Louvre Palace?,Francis I
Which ancient ruler is known for creating the first known code of laws?,Hammurabi
Who was the first emperor of Rome to build the Colosseum?,Vespasian
Who was the 16th President of the United States and led the country during the Civil War?,Abraham Lincoln
Who was the first king of the Kingdom of Saudi Arabia?,King Abdulaziz Ibn Saud
Who was the last Pharaoh of Egypt?,Cleopatra VII
Who was the Norse explorer believed to have reached North America around the year 1000?,Leif Erikson
Who was the English king at the time of the signing of the Magna Carta?,King John
Who was the first emperor of the Roman Empire?,Augustus
Who was the Egyptian Pharaoh known for constructing the Great Pyramid of Giza?,Khufu
Who was the last king of the Hellenistic Seleucid Empire?,Antiochus XIII
Which English king was forced to flee during the Glorious Revolution?,King James II
Who was the first President of the United States?,George Washington
Who was the first female Prime Minister of the United Kingdom?,Margaret Thatcher
Which Russian Tsar is known for freeing the serfs?,Alexander II
Who led the French army during the Hundred Years' War and was canonized as a saint?,Joan of Arc
Who was the longest-reigning monarch in Japanese history?,Emperor Hirohito
Who was the Byzantine general who recaptured much of the former Western Roman Empire?,Belisarius
Who was the Ottoman sultan known for his legal reforms and expansion of the empire?,Suleiman the Magnificent
Who was the king of Sweden who established the Swedish Empire in the 17th century?,Gustavus Adolphus
Who was the only English monarch to be executed?,King Charles I
Who was the leader of the Chinese Nationalist Party before the communist takeover?,Chiang Kai-shek
Who was the first king of the unified Kingdom of Italy?,Victor Emmanuel II
Which French king was known as 'The Spider King' due to his shrewd tactics?,King Louis XI
Who was the first ruler of the Kingdom of Israel?,King Saul
Who was the Carthaginian military commander known for his strategic brilliance?,Hannibal Barca
Which empress ruled Russia before Catherine the Great?,Empress Elizabeth
Who was the king of Spain during the 1588 launch of the Spanish Armada?,King Philip II
Who was the Greek philosopher and student of Socrates who taught Alexander the Great?,Aristotle
Who was the king of England known for his role in the Crusades?,King Richard the Lionheart
Who was the first democratically elected President of Poland after the fall of communism?,Lech Wałęsa
Who was the emperor of China who commissioned the construction of the Terracotta Army?,Qin Shi Huang
Who was the last Tsar of Russia before the Bolshevik Revolution?,Nicholas II
Which Roman general defeated Cleopatra and Mark Antony at the Battle of Actium?,Octavian
Who was the English king who died fighting at the Battle of Bosworth Field?,King Richard III
Who was the emperor of Japan during World War II?,Emperor Hirohito
Who was the king of Scotland before becoming King of England and uniting the crowns?,King James VI
Who was the Persian king known for his massive invasion of Greece in 480 BC?,Xerxes I
Who was the founder of the Safavid Empire?,Shah Ismail I
Which Pharaoh is famous for his extensive building projects including Abu Simbel?,Ramesses II
Who was the longest-reigning European monarch before Queen Elizabeth II?,King Louis XIV
Who was the British Prime Minister during most of World War II?,Winston Churchill
Who was the King of the Franks who established the Carolingian Empire?,Charlemagne
Which emperor is credited with the 'Great Wall' expansion and the Terracotta Army?,Qin Shi Huang
Who was the Norse explorer believed to have reached North America?,Leif Erikson
Who was the longest-reigning monarch in British history?,Queen Elizabeth II
Who was the Egyptian pharaoh during the biblical Exodus according to tradition?,Ramses II
Who was the Polish mathematician and astronomer who proposed the heliocentric model?,Nicolaus Copernicus
Who was the Russian leader known for leading the October Revolution?,Vladimir Lenin
Which medieval English king was known for starting the Hundred Years' War?,King Edward III
Who was the Mughal emperor who expanded the empire to include nearly all of India?,Aurangzeb
Which monarch was the last Tsar of the Romanov dynasty?,Nicholas II
Who was the ruler of the Austrian Empire during the Napoleonic Wars?,Francis II
Who was the first and only female ruler of Imperial China?,Wu Zetian
Who was the Spanish king known for funding Columbus’s voyage to the New World?,King Ferdinand II
Who was the Greek god associated with war?,Ares
Who was the first ruler of the Holy Roman Empire?,Charlemagne
Which Mughal emperor was known for his patronage of the arts and construction of the Taj Mahal?,Shah Jahan
Who was the Germanic tribal leader who defeated the Romans at the Battle of the Teutoburg Forest?,Arminius
Who was the last Roman Emperor of the Western Roman Empire?,Romulus Augustulus
Which English monarch succeeded Queen Elizabeth I?,King James I
Who was the first woman to rule China as an empress regnant?,Wu Zetian
Who was the famous naval commander who won the Battle of Trafalgar?,Admiral Horatio Nelson
Which Byzantine Emperor regained territory from the Vandals and Ostrogoths?,Justinian I
Who was the King of France during Joan of Arc's campaigns?,King Charles VII
Who was the first monarch of the Tudor dynasty?,Henry VII
Who was the Mongol ruler who founded the Yuan Dynasty in China?,Kublai Khan
Who was the Holy Roman Emperor during the Thirty Years' War?,Ferdinand II
Who was the first President of the French Fifth Republic?,Charles de Gaulle
Who was the King of England during the signing of the Treaty of Paris (1783)?,King George III
Who led the Athenian navy at the Battle of Salamis?,Themistocles
Who was the Roman general who suppressed the slave revolt led by Spartacus?,Marcus Licinius Crassus
Who was the English king during the construction of Westminster Abbey?,Edward the Confessor
Which Japanese shogun established the Tokugawa shogunate?,Tokugawa Ieyasu
Who was the leader of the Zulu Kingdom during the Anglo-Zulu War?,King Cetshwayo
Who was the Russian Empress known for modernizing and expanding the empire in the 18th century?,Catherine the Great
Who was the Byzantine Emperor who lost most of Anatolia after the Battle of Manzikert?,Romanos IV Diogenes
"Which French king famously said, 'I am the state'?",Louis XIV
Who was the last Emperor of China?,Puyi
Who was the British general who surrendered to American forces at Yorktown?,Lord Cornwallis
Who was the Aztec emperor when Hernán Cortés arrived in Tenochtitlán?,Montezuma II
Who was the ruler of Florence during the Italian Renaissance known for patronizing artists like Michelangelo?,Lorenzo de' Medici
Who was the first female monarch of the Netherlands?,Queen Wilhelmina
Who was the powerful medieval king of the Holy Roman Empire known for his red beard?,Frederick I (Barbarossa)
Who was the first President of the Republic of Turkey?,Mustafa Kemal Atatürk
Who was the King of Spain during the Spanish Inquisition?,King Ferdinand II
Who was the founder of modern Singapore?,Lee Kuan Yew
Who was the emperor known for his Roman baths and significant infrastructure projects?,Caracalla
Who was the ruler of ancient Carthage during the Second Punic War?,Hannibal Barca
Who was the French king during the construction of the Sainte-Chapelle?,King Louis IX
Who was the king of Macedonia before Alexander the Great?,King Philip II
Which Byzantine general was known for reconquering North Africa and Italy?,Belisarius
Who was the founder of the Khmer Empire?,Jayavarman II
Who was the British Prime Minister during the American War of Independence?,Lord North
Who was the ruler of the Ottoman Empire during the conquest of Constantinople?,Mehmed II
Who was the first ruler of the Sikh Empire?,Maharaja Ranjit Singh
Who was the emperor known for dividing the Roman Empire into East and West?,Diocletian
Who was the king of the Visigoths who sacked Rome in 410 AD?,Alaric I
Who was the last Empress of Russia?,Alexandra Feodorovna
Who was the Ethiopian emperor who defended his country from Italian invasion?,Menelik II
Who was the first Roman emperor to officially tolerate Christianity?,Constantine the Great
Who was the king of France known for his military expeditions during the Crusades?,Louis IX
Who was the King of Portugal who initiated the Age of Discoveries?,Prince Henry the Navigator
